ID
1,787,787,887,887
2,502,502
3,491,491,566,566,412,412
4,546,546,668,668
5,688,688
6,922,922
7,1044,1044,1001,1001,577,577,625,625
8,935,935
9,419,419,686,686
10,432,432,826,826,1042,1042
11,458,458,835,835
12,518,518
13,699,699,705,705
14,342,342
15,363,363,346,346,526,526
16,429,429,527,527,670,670
17,760,760
18,822,822,845,845,355,355
19,510,510,373,373,936,936,467,467
20,832,832,1028,1028
21,720,720
22,513,513,1006,1006,940,940
23,987,987
24,367,367,709,709,730,730
25,495,495,654,654
26,673,673,340,340
27,824,824,489,489
28,514,514,704,704
29,901,901
30,949,949,985,985,803,803,856,856
31,923,923,801,801
32,759,759
33,387,387
34,858,858,385,385,1026,1026,839,839
35,536,536,772,772,350,350,755,755
36,793,793
37,532,532,562,562,982,982,851,851
38,539,539
39
40,1029,1029,842,842,986,986
41,819,819,456,456
42,771,771
43,537,537,558,558,684,684
44,587,587,619,619,360,360
45,963,963
46
47,575,575,620,620,820,820,442,442
48,457,457
49,634,634,756,756,381,381
50,898,898,768,768
51,729,729,599,599,778,778,488,488
52,1019,1019
53,531,531,706,706,988,988,995,995
54,403,403,407,407,366,366
55,800,800,672,672,353,353
56,388,388,474,474
57,348,348,748,748,656,656,441,441
58,564,564,598,598
59,401,401,506,506,523,523,347,347
60,997,997,1025,1025
61,549,549
62,499,499,504,504,538,538,811,811
63,357,357,981,981,769,769,962,962
64,881,881,541,541,879,879
65,658,658
66,402,402,372,372
67,896,896,920,920
68,737,737
69,445,445,377,377,1023,1023
70,405,405,784,784
71,624,624,557,557,358,358
72,586,586,827,827
73,417,417,451,451,676,676
74
75,545,545,399,399
76
77,846,846,786,786
78,1046,1046,470,470
79,1002,1002,1000,1000
80,466,466,471,471,744,744,831,831
81,691,691,712,712,492,492
82
83,616,616,795,795,938,938
84,588,588
85,448,448,714,714,529,529
86,947,947,454,454
87
88
89
90,775,775,543,543,708,708
91,567,567
92,825,825,888,888,364,364
93,649,649,789,789
94,439,439,754,754,878,878,899,899
95,553,553,663,663,661,661
96,487,487,863,863
97,690,690
98,802,802,941,941,766,766,843,843
99,1004,1004,967,967
100,520,520,551,551
101,677,677
102
103,422,422,622,622,741,741,666,666
104,595,595
105,919,919
106
107
108,884,884
109,904,904,902,902,779,779
110,525,525
111,782,782
112,736,736,472,472,530,530
113,460,460,478,478,436,436,602,602
114,621,621
115
116,519,519,552,552,849,849
117,655,655,739,739,568,568,375,375
118,425,425
119,629,629,1035,1035
120,394,394,882,882
121,816,816
122
123,848,848,396,396
124,1030,1030,365,365,370,370,431,431
125,585,585
126,475,475,633,633
127,864,864,664,664
128,796,796
129,908,908,390,390,383,383
130
131,659,659,865,865
132,873,873,440,440
133,716,716,968,968
134,469,469
135,1033,1033,980,980
136
137,821,821,836,836,998,998,1014,1014
138,623,623,453,453
139,406,406,522,522,497,497
140,601,601
141,550,550,485,485
142,702,702,891,891
143,559,559,637,637,697,697,954,954
144,533,533,725,725,925,925
145,615,615,608,608
146,481,481,490,490,710,710,976,976
147,1034,1034,1041,1041
148,770,770,885,885,927,927
149,871,871,563,563,740,740
150
151,944,944,345,345,573,573,978,978
