ID
1,37,37,40,40
2
3,34,34
4,39,39,45,45
5,32,32
6,44,44
7
8,35,35
9,38,38
10,33,33
11,48,48
12
13,43,43
14,41,41
15,31,31
16,30,30
17
18,47,47
19,29,29
20,36,36,49,49
21
22,46,46
23
24,42,42
25
26,50,50
27
28
